Name,Type,Magnitude,Distance,Constellation,RA,DEC,Other Names,Description,Url_image
NGC 5949,Galaxy,12.8,–,Draco,15h28m,+64°45',,"From Madrid: NGC5949 is visible all night because it is circumpolar. It will be highest in the sky at 03:35, 65° above your northern horizon. At dusk, it will become visible around 22:12 (CEST), 39° above your north-eastern horizon. It will be lost to dawn twilight around 06:12, 56° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115752_21cf49e4c658.png
NGC 5950,Galaxy,14.6,37250.0,Bootes,15h31m,+40°25',,"From Madrid: NGC5950 is visible all night. It will become visible around 22:12 (CEST), 30° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:38, 89° above your northern horizon. It will be lost to dawn twilight around 06:12, 61° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115734_7724b2f274fc.png
NGC 5951,Galaxy,13.7,25900.0,Serpens Caput,15h33m,+15°00',,"From Madrid: NGC5951 is visible in the morning sky, becoming accessible around 22:46, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:41, 64° above your southern horizon. It will be lost to dawn twilight around 06:12, 48° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115743_ef6c21ca2c26.png
NGC 5952,Galaxy,15.8,152000.0,Serpens Caput,15h34m,+04°57',,"From Madrid: NGC5952 is visible in the morning sky, becoming accessible around 23:21, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:42, 54° above your southern horizon. It will be lost to dawn twilight around 06:12, 41° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115722_623eb66c4795.png
NGC 5953,Galaxy,13.3,–,Serpens Caput,15h34m,+15°11',Mrk 1512,"From Madrid: NGC5953 is visible in the morning sky, becoming accessible around 22:46, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:41, 64° above your southern horizon. It will be lost to dawn twilight around 06:12, 48° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115747_95b7320f6d2c.png
NGC 5954,Galaxy,12.8,24500.0,Serpens Caput,15h34m,+15°12',,"From Madrid: NGC5954 is visible in the morning sky, becoming accessible around 22:46, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:42, 64° above your southern horizon. It will be lost to dawn twilight around 06:12, 48° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115751_a08ec9efb8b8.png
NGC 5955,Galaxy,15.2,–,Serpens Caput,15h35m,+05°03',,"From Madrid: NGC5955 is visible in the morning sky, becoming accessible around 23:21, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:42, 54° above your southern horizon. It will be lost to dawn twilight around 06:12, 41° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115727_c20879fe44a6.png
NGC 5956,Galaxy,13.3,–,Serpens Caput,15h34m,+11°45',,"From Madrid: NGC5956 is visible in the morning sky, becoming accessible around 22:58, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:42, 61° above your southern horizon. It will be lost to dawn twilight around 06:12, 46° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115747_990a0f47e49e.png
NGC 5957,Galaxy,12.2,–,Serpens Caput,15h35m,+12°02',,"From Madrid: NGC5957 is visible in the morning sky, becoming accessible around 22:57, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:42, 61° above your southern horizon. It will be lost to dawn twilight around 06:12, 46° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115757_4ee2847429fc.png
NGC 5958,Galaxy,13.2,–,Corona Borealis,15h34m,+28°39',,"From Madrid: NGC5958 is visible all night. It will become visible around 22:12 (CEST), 24° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:42, 78° above your southern horizon. It will be lost to dawn twilight around 06:12, 57° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115747_5c28914e53a9.png
NGC 5959,Galaxy,14.8,–,Libra,15h37m,-16°35',,"From Madrid: NGC5959 is visible in the morning sky, becoming accessible around 01:05, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:44, 32° above your southern horizon. It will be lost to dawn twilight around 06:12, 23° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115732_38f15f6f6020.png
NGC 5960,Galaxy,14.9,–,Serpens Caput,15h36m,+05°39',,"From Madrid: NGC5960 is visible in the morning sky, becoming accessible around 23:20, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:43, 55° above your southern horizon. It will be lost to dawn twilight around 06:12, 41° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115731_6966f0390777.png
NGC 5961,Galaxy,13.8,31800.0,Corona Borealis,15h35m,+30°51',,"From Madrid: NGC5961 is visible all night. It will become visible around 22:12 (CEST), 25° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:42, 80° above your southern horizon. It will be lost to dawn twilight around 06:12, 58° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115742_f4ba8292539a.png
NGC 5962,Galaxy,11.5,–,Serpens Caput,15h36m,+16°36',,"From Madrid: NGC5962 is visible in the morning sky, becoming accessible around 22:44, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:43, 66° above your southern horizon. It will be lost to dawn twilight around 06:12, 50° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115805_a0657687f63e.png
NGC 5963,Galaxy,12.1,28800.0,Draco,15h33m,+56°33',,"From Madrid: NGC5963 is visible all night. It will become visible around 22:12 (CEST), 37° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 60° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115758_cecc75b6ceed.png
NGC 5964,Galaxy,11.8,–,Serpens Caput,15h37m,+05°58',,"From Madrid: NGC5964 is visible in the morning sky, becoming accessible around 23:20, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:45, 55° above your southern horizon. It will be lost to dawn twilight around 06:12, 42° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115801_afa0c2658865.png
NGC 5965,Galaxy,11.8,46800.0,Draco,15h34m,+56°41',,"From Madrid: NGC5965 is visible all night. It will become visible around 22:12 (CEST), 37° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 60° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115802_a1b88e2deffd.png
NGC 5966,Galaxy,12.2,63050.0,Bootes,15h35m,+39°46',,"From Madrid: NGC5966 is visible all night. It will become visible around 22:12 (CEST), 29° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:43, 89° above your southern horizon. It will be lost to dawn twilight around 06:12, 61° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115757_b2a2426e51a6.png
NGC 5967,Galaxy,12.2,34400.0,Apus,15h46m,-75°47',,From Madrid: NGC5967 is not observable because it lies so far south that it never rises above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115758_fa3d1f20f3f6.png
NGC 5968,Galaxy,12.2,–,Lupus,15h39m,-30°33',,From Madrid: NGC5968 is not readily observable since it lies so far south that it will never rise more than 19° above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115757_b4f378154191.png
NGC 5969,Galaxy,15.2,131000.0,Draco,15h34m,+56°27',,"From Madrid: NGC5969 is visible all night. It will become visible around 22:12 (CEST), 36° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 60° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115728_3ed4e3b3688c.png
NGC 5970,Galaxy,11.6,–,Serpens Caput,15h38m,+12°11',,"From Madrid: NGC5970 is visible in the morning sky, becoming accessible around 23:00, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:45, 61° above your southern horizon. It will be lost to dawn twilight around 06:12, 47° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115803_eadd5c9e6a79.png
NGC 5971,Galaxy,14.7,–,Draco,15h35m,+56°27',,"From Madrid: NGC5971 is visible all night. It will become visible around 22:12 (CEST), 36° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 61° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115732_6163198b3161.png
NGC 5972,Galaxy,14.3,–,Serpens Caput,15h38m,+17°01',,"From Madrid: NGC5972 is visible in the morning sky, becoming accessible around 22:45, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:46, 66° above your southern horizon. It will be lost to dawn twilight around 06:12, 50° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115737_10558a585699.png
NGC 5973,Galaxy,15.2,–,Libra,15h40m,-08°36',,"From Madrid: NGC5973 is visible in the morning sky, becoming accessible around 00:22, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:47, 40° above your southern horizon. It will be lost to dawn twilight around 06:12, 30° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115728_59e5554cc52c.png
NGC 5974,Galaxy,14.2,25950.0,Corona Borealis,15h39m,+31°45',,"From Madrid: NGC5974 is visible all night. It will become visible around 22:12 (CEST), 25° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:46, 81° above your southern horizon. It will be lost to dawn twilight around 06:12, 59° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115738_2e440ff5b54b.png
NGC 5975,Galaxy,14.6,56350.0,Serpens Caput,15h39m,+21°28',,"From Madrid: NGC5975 is visible in the morning sky, becoming accessible around 22:32, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:47, 71° above your southern horizon. It will be lost to dawn twilight around 06:12, 53° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115734_b05a577c51f3.png
NGC 5976,Galaxy,14.8,–,Draco,15h36m,+59°23',,"From Madrid: NGC5976 is visible all night. It will become visible around 22:12 (CEST), 37° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 60° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115732_216d113df3d0.png
NGC 5977,Galaxy,15.2,–,Serpens Caput,15h40m,+17°07',,"From Madrid: NGC5977 is visible in the morning sky, becoming accessible around 22:46, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:47, 66° above your southern horizon. It will be lost to dawn twilight around 06:12, 51° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115727_83d2522194b7.png
NGC 5978,Galaxy,15.6,–,Libra,15h42m,-13°14',,"From Madrid: NGC5978 is visible in the morning sky, becoming accessible around 00:49, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:49, 36° above your southern horizon. It will be lost to dawn twilight around 06:12, 26° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115724_e684cff25979.png
